id,name,type,location,startDate,endDate,website,hostingTeams
"68579","Battle of the Islands 2015","Invitational","Hawaii","2015-08-29","2015-08-29","",""
"85245","Battle Of The Islands 2016","Invitational","","2016-08-27","2016-08-27","",""
"17810","Battle of the Nordic Light","Invitational","Malmo, Sweden","2011-09-03","2011-09-04","http://www.facebook.com/events/217190568320920/","7771"
"3482","Battle Royale","Western Regional","Houston, TX","2008-10-03","2008-10-05","",""
"63317","Bavarian Bruisefest","Seeded Bracket","Leavenworth, WA","2015-01-24","2015-01-24","",""
"6540","Bay of Reckoning","Western Regional","Oakland, CA","2012-09-21","2012-09-23","http://wftda.com/tournaments/2012/west","3404"
"57844","Beach Brawl 2015","Invitational","Fort Lauderdale, FL","2015-06-12","2015-06-14","http://www.beachbrawl2015.com/","4036"
"74307","Beach Brawl 2016","Invitational","Ft. Lauderdale, FL","2016-05-13","2016-05-15","http://www.beachbrawlrollerderby.com/","4036"
"35522","Beach Brawl International Invitational","Invitational","Fort Lauderdale, FL","2014-05-02","2014-05-04","","4036"
"58515","BEARDi 2014","Invitational","Birmingham, UK","2014-11-29","2014-11-30","https://www.facebook.com/pages/BEARDi/1456637027957678","17631"
"85730","BEARDi 2015","Invitational","Birmingham, UK","2015-12-05","2015-12-06","https://www.facebook.com/pages/BEARDi/1456637027957678","17631"
"33264","Beehive Burnher","Seeded Bracket","Prince George, BC, Canada","0013-07-13","0013-07-14","http://www.beehiveburnher.com/","9832"
"10007","Best of the West 2011","Invitational","Kelowna, British Columbia","2011-06-18","2011-06-19","http://www.kootenayrollerderby.com/ai1ec_event/best-of-the-west-tournament/?instance_id=","9855"
"14739","Best of the West 2012: Klash in the Kootenays","Invitational","Nelson, BC, Canada","2012-06-15","2012-06-17","http://www.kootenayrollerderby.com/klash/","9855"
"59714","Besterns","Seeded Bracket","Denver, CO","2015-05-29","2015-05-31","http://rockymountainrollergirls.com/besterns","3405"
"10427","Big Apple Beatdown","Championship","New York, NY","2011-10-22","2011-10-22","http://www.nyshockexchange.com/mrda-championships/","10393"
"24391","Big Boys Toy Show","Invitational","Wichita, KS","2010-01-23","2010-01-23","","3627"
"58248","Big Sky Brawl","Invitational","Billings, MT","2015-04-25","2015-04-26","http://bigskybrawl.weebly.com/","21374"
"45380","Birthday Bashing","Invitational","Karlsruhe, Germany","2014-03-29","2014-03-30","http://birthdaybashing.rockarollers.de/","17968"
"82359","Block Party 2016","Invitational","Whitewood, Saskatchewan","0016-06-04","0016-06-05","https://www.facebook.com/events/1581314852180703/?active_tab=highlights","26838"
"36628","Bloed, skates en tranen","Invitational","Eindhoven, Netherlands","2013-12-14","2013-12-15","http://bloedskatesentranen.nl/","19172"
"64981","Bloed, Skates en Tranen - Dutch Championships 2015","Seeded Bracket","Eindhoven","2015-05-30","2015-05-31","","19172"
"27429","Blood and Roll Birthday","Invitational","Rouen, France","2013-02-16","2013-02-17","","11071"
"83016","Blood Bath & Beyond","Invitational","Nelson, BC, Canada","0016-06-25","0016-06-25","https://www.facebook.com/events/1677334475848661/","9927"
"10006","Bloodspill on the Hill","Invitational","Rideau, Ontario","2011-06-18","2011-06-18","https://www.facebook.com/events/129359900469106/","8060"
"70511","Bombers' B-52 Blowout","Invitational","Boulder, CO","2015-09-19","2015-09-19","https://www.facebook.com/events/1658054017743881/1677156359166980","16730"
"43652","Boom State Clash 2013","Invitational","","2013-09-28","2013-09-29","https://www.facebook.com/pages/The-Boom-State-Clash/482685581812556",""
"43653","Boom State Clash 2014","Invitational","Mirrabooka, WA, Australia","2014-09-27","2014-09-28","https://www.facebook.com/pages/The-Boom-State-Clash/482685581812556",""
"85628","Boom State Clash 2016","Invitational","Perth, Western Australia","2016-09-24","2016-09-25","","21378"
"35495","Border Battle","Invitational","Saint Paul, MN","2013-07-20","2013-07-20","https://www.facebook.com/events/566628620043077/566628626709743/","10399"
"61093","Boys and Girls Clubbing","Invitational","Orangeville, ON, Canada","2015-03-07","2015-03-07","https://www.facebook.com/events/1533914716857875/","27572,36683"
"75740","Brandies","Invitational","","2016-05-14","2016-05-15","",""
"58298","Brasileirão III","Invitational","Vila Velha, Espirito Santo, Brasil","2014-11-14","2014-11-16","","55803"
"71929","Brasileirão IV","Invitational","Santos, São Paulo, Brazil","2015-11-14","2015-11-15","http://www.thunderrats.com.br/brasileirao/","55821"
"87870","Brasileirão V","Invitational","","2016-10-15","2016-10-16","",""
"3490","Brawl of America","North Central Regional","St Paul, MN","2009-09-18","2009-09-20","",""
"4195","Bridgetown Brawl","Western Regional","Portland, OR","2011-09-23","2011-09-25","http://www.bridgetownbrawl.com/",""
"66927","British Roller Derby Championships 2015: Men T1 Premier","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66928","British Roller Derby Championships 2015: Men T2 National","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66929","British Roller Derby Championships 2015: Men T3 Regional","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66908","British Roller Derby Championships 2015: Women T1 Premier","Invitational","UK","2015-01-01","2015-12-31","",""
"66909","British Roller Derby Championships 2015: Women T2 North","Invitational","UK","2015-01-01","2015-12-31","",""
"68874","British Roller Derby Championships 2015: Women T2 Playoffs","Seeded Bracket","London, England, UK","2015-09-19","2015-09-22","","7947"
"66910","British Roller Derby Championships 2015: Women T2 South","Invitational","UK","2015-01-01","2015-12-31","",""
"66913","British Roller Derby Championships 2015: Women T3 East","Invitational","UK","2015-01-01","2015-12-31","",""
"66911","British Roller Derby Championships 2015: Women T3 North","Invitational","UK","2015-01-01","2015-12-31","",""
"66912","British Roller Derby Championships 2015: Women T3 South","Invitational","UK","2015-01-01","2015-12-31","",""
"66914","British Roller Derby Championships 2015: Women T3 West","Invitational","UK","2015-01-01","2015-12-31","",""
"66923","British Roller Derby Championships 2015: Women T4 Central North","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66924","British Roller Derby Championships 2015: Women T4 Central South","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66921","British Roller Derby Championships 2015: Women T4 North","Invitational","UK","2015-01-01","2015-12-31","",""
"71914","British Roller Derby Championships 2015: Women T4 Playoffs - Northern","Seeded Bracket","UK","2015-11-21","2015-11-21","www.britishchamps.com","8972"
"71916","British Roller Derby Championships 2015: Women T4 Playoffs - Southern","Seeded Bracket","UK","2015-11-22","2015-11-22","www.britishchamps.com","7735"
"71915","British Roller Derby Championships 2015: Women T4 Playoffs - Western","Seeded Bracket","UK","2015-11-22","2015-11-22","www.britishchamps.com","20665"
"66925","British Roller Derby Championships 2015: Women T4 South East","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66926","British Roller Derby Championships 2015: Women T4 South West","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66922","British Roller Derby Championships 2015: Women T4 West","Invitational","UK","2015-01-01","2015-12-31","",""
"75260","British Roller Derby Championships 2016: Men Tier 1 Premier","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"74897","British Roller Derby Championships 2016: Men Tier 2","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75258","British Roller Derby Championships 2016: Men Tier 3 North","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75259","British Roller Derby Championships 2016: Men Tier 3 South","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75174","British Roller Derby Championships 2016: Women Tier 1 Premier","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75223","British Roller Derby Championships 2016: Women Tier 2 North","Invitational","United Kingdom","2016-01-01","2016-12-31","http://www.britishchamps.com/","8934,7736,7951,8933,8953,8955"
"75224","British Roller Derby Championships 2016: Women Tier 2 South","Invitational","United Kingdom","2016-01-01","2016-12-31","http://www.britishchamps.com/","8950,7739,7773,7947,8971,8979"
"74841","British Roller Derby Championships 2016: Women Tier 3 East","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75262","British Roller Derby Championships 2016: Women Tier 3 North","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75251","British Roller Derby Championships 2016: Women Tier 3 South","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"74843","British Roller Derby Championships 2016: Women Tier 3 West","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75254","British Roller Derby Championships 2016: Women Tier 4 East","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75256","British Roller Derby Championships 2016: Women Tier 4 North","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75257","British Roller Derby Championships 2016: Women Tier 4 South","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75255","British Roller Derby Championships 2016: Women Tier 4 West","Invitational","United Kingdom","2016-01-01","2016-12-01","www.britishchamps.com",""
"74176","British Roller Derby Championships 2016: Women Tier 5 Local","Invitational","UK","2016-01-01","2016-12-31","www.britishchamps.com",""
"64572","Bruisefest 2015","Invitational","Billings, MT","2015-05-16","2015-05-16","https://www.facebook.com/mcrbruisefest","13612"
"68294","Capital City Rumble","Invitational","Fredericton, NB, Canada","2015-08-07","2015-08-09","https://www.facebook.com/events/1563297117266964/","9801"
"29680","Cedar River Rumble","Invitational","Waterloo, IA","2012-08-11","2012-08-11","","16731"
"45785","Cen-Tex Stars & Stripes Invitational","Invitational","Dallas, TX","2014-02-23","2014-02-23","https://www.facebook.com/CenTexRollerGirls","8141,6677"
"17770","Chaos on the Clyde","Invitational","Glasgow, UK","2012-08-25","2012-08-26","http://glasgowrollerderby.com/bouts-events/bouts-eventschaos2012/","7929"
"58048","Chillandoruedas","Invitational","Chillan, Chile","2014-10-31","2014-11-02","","56114"
"25960","Co-Ed Tournament","Invitational","Lutterworth, UK","2013-01-27","2013-01-27","http://www.facebook.com/events/377063989055028/377078665720227","8966"
"68448","Confusion Corner Chaos 2015","Invitational","Winnipeg, Manitoba","2015-08-22","2015-08-23","https://www.facebook.com/events/647902951982297/","9856"
"83017","Confusion Corner Chaos 2016","Invitational","Winnipeg, Manitoba","0016-06-25","0016-06-26","https://www.facebook.com/events/1692792024323700/","9856"
"4200","Continental Divide and Conquer","Championship","Denver, CO","2011-11-11","2011-11-13","http://www.continentaldivideandconquer.com/",""
"79453","Coupe de France Masculine FFRS 2016","Invitational","","2016-05-14","2016-05-14","",""
"77817","Dakota Cup Tournament","Invitational","","2016-04-02","2016-04-02","",""
"17302","Dames of Thrones","Invitational","Guelph, ON, Canada","2012-07-21","2012-07-22","http://royalcityrollergirls.com/event/dame-of-thrones/","9839"
"50015","Day of Derby","Invitational","Oslo, Norway","2014-05-10","2014-05-10","","15757"
"71545","DDT2015 - Daga Denter Roller Derby Tournament - Roll Line Cup","Invitational","Milan, Italy","2015-11-14","2015-11-15","","19176"
"85830","DDT2016 - Daga Denter Roller Derby Tournament - Roll Line Cup","Seeded Bracket","Milan, Italy","2016-10-15","2016-10-16","","19176"
"3493","Declaration of Derby","Championship","Philadelphia, PA","2009-11-13","2009-11-15","",""
"21267","Deep Blue Derby Tournament","Invitational","South Lake Tahoe, CA","2012-08-18","2012-08-18","","19210"
"17878","Demolition Derby","Invitational","Plymouth, UK","2012-03-04","2012-03-04","http://www.facebook.com/events/327463800631019/","8970"
"3485","Derby in Dairyland","Eastern Regional","Madison, WI","2008-10-10","2008-10-12","",""
"3655","Derby in the Burbs","Eastern Regional","White Plains, NY","2010-09-24","2010-09-26","",""
"66896","Derby Monster Cup","Invitational","Lille, France","2015-06-27","2015-06-28","","26179"
"67883","Derby Night in Canada 2015","Invitational","New Westminster, BC, Canada","2015-08-08","2015-08-09","https://www.facebook.com/events/1551093811822770/","4290"
"3492","Derby on the Rocks","Western Regional","Denver, CO","2009-10-02","2009-10-04","",""
"50341","Diamonds are Forever B-Team Tournament","Invitational","","2014-05-17","2014-05-17","","8950"
"13790","Dismembered December","Invitational","Evansville, IN","2008-12-13","2008-12-13","","3625"
"75125","Down 'N' Derby 2015","Invitational","Moose Jaw, Saskatchewan","0015-08-22","0015-08-23","https://www.facebook.com/events/508579622627327/","9820"
"59873","Dustbowl Invitational 6","Seeded Bracket","Bakersfield, CA","2015-03-20","2015-03-22","http://www.myderbyrevolution.com/dustbowl.html","3644"
"83723","Eastbourne Extreme 2016","Invitational","Eastbourne, UK","0016-07-16","0016-07-16","","59921,8940"
"40575","End of the World Series","Invitational","","2012-01-01","2012-12-31","http://www.rebellionrollerderby.co.uk/the-end-of-the-world-series/",""
"3483","Fall Brawl II","Invitational","Fort Wayne, IN","2008-09-20","2008-09-20","",""
"28097","Feel Good Hits of the Summer","Invitational","Llanelli, UK","2013-08-03","2013-08-03","http://www.facebook.com/events/122961864553164/","20667"
"59123","Fifth Annual B Cup Tournament","Seeded Bracket","Bloomington, IN","2015-04-18","2015-04-19","","3455"
"74123","Fight Cup 2016","Seeded Bracket","Biassono  (Monza & Brianza, Lombardy, Italy)","2016-03-26","2016-03-26","https://www.facebook.com/events/1716215091946431/","19716,74121,74122,30531"
"17805","Fight to the Finnish","Invitational","Leicester, UK","2012-06-09","2012-06-09","http://www.facebook.com/events/292914980788178/","7774"
"58027","Finnish Cup","Seeded Bracket","Finland","2014-11-08","2014-11-08","",""
"3472","Four Corner Feud","Invitational","Colorado Springs, CO","2009-02-21","2009-02-22","",""
"46644","FTT","Invitational","","2013-06-22","2013-06-22","",""
"10428","Gateway to the Best","Seeded Bracket","St. Louis, MO","2012-10-20","2012-10-21","http://mrdachampionships.com/","10395"
"34255","Golden Bowl III","Invitational","Chicago, IL","2013-07-20","2013-07-21","http://www.windycityrollers.com/golden-bowl-tickets-are-on-sale/","3410"
"3664","Got to Be NC 2011","Invitational","Raleigh, NC","2011-05-21","2011-05-21","",""
"7150","Got to Be NC 2012","Invitational","Raleigh, NC","2012-05-19","2012-05-19","http://www.carolinarollergirls.com/blog/2012/04/got-to-be-nc-roller-derby-expo/","3414"
"30997","Got to Be NC 2013","Invitational","Raleigh, NC","2013-05-18","2013-05-18","","3414"
"6542","Grits and Glory","Championship","Atlanta, GA","2012-11-02","2012-11-04","http://wftda.com/tournaments/2012/championships","3418"
"36876","Hassle in Newcastle","Invitational","Newcastle-upon-Tyne, UK","2013-10-26","2013-10-26","https://www.facebook.com/events/564167023633360","7949"
"3478","Heartland Havoc","Eastern Regional","Columbus, OH","2007-08-17","2007-08-19","",""
"38930","Heartland Series 2013","Invitational","","2013-01-01","2013-12-31","http://www.heartlandseries.co.uk/heartland-series-2013/",""
"43402","Heartland Series 2014","Invitational","UK","2014-02-08","2014-11-23","http://www.heartlandseries.co.uk/heartland-series-2014-bigger-and-better/",""
"80210","Hellz Jezebel Memorial Tournament 2016","Invitational","Lethbridge, Alberta, Canada","2016-04-30","2016-05-01","https://www.facebook.com/events/915291878565817/","9819"
"73834","Hicktown Throwdown","Invitational","Armstrong, BC, Canada","2015-10-17","2015-10-18","https://www.facebook.com/events/1511454622478346/","35584"
"17771","Highland Fling","Invitational","Aberdeen, UK","2010-05-22","2010-05-23","","7944"
"35598","Hot Rod Hayride","Invitational","Bisley, UK","2013-07-27","2013-07-27","http://www.hotrodhayride.com","8949"
"61052","How the West Was Won","Invitational","Chandler,AZ","2015-03-07","2015-03-08","https://www.facebook.com/htwwwtournament","3399"
"53511","Humberstruck Tournament","Invitational","","2014-06-29","2014-06-29","",""
"85446","Hwy 14 Fall Brawl II 2016","Seeded Bracket","Wainwright, AB Canada","2016-09-10","2016-09-11","https://www.facebook.com/events/687177244719129/?ti=icl","53151"
"40964","J'irai jammer sur vos tombes","Invitational","Grenoble, France","2013-11-09","2013-11-10","https://www.facebook.com/events/423618704424080/","17928"
"64557","J'irai Jammer sur vos tombes #2","Invitational","Grenoble, France","2015-05-16","2015-05-17","","17928"
"86848","JAMdemic! Roller Derby Tournament","Invitational","Birmingham, UK","2016-10-29","2016-10-30","","7763"
"66410","Jukes and Jams 2015","Invitational","Atlanta, GA","2015-06-27","2015-06-28","","3418"
"65105","June Boom","Invitational","Sacramento, CA","2015-06-13","2015-06-14","https://www.facebook.com/events/913953942001388/","3434"
"74306","K-Town Shakedown 2016","Invitational","Killamazoo, MI","2016-04-29","2016-05-01","https://www.facebook.com/events/1060530090632800/","3637"
"21900","KCRR ""Rock N Roller"" Derby Tourney","Invitational","","2011-08-13","2011-08-13","",""
"64119","Ker'Mess","Invitational","","2015-05-02","2015-05-03","","11061"
"65114","Keystone Conference Tournament","Seeded Bracket","","2015-08-08","2015-08-09","",""
"32984","La Grosse Bagarre","Invitational","Rennes, France","2013-06-08","2013-06-09","https://www.facebook.com/events/700181876678124","11061"
"20104","Labor Pains Tournament","Invitational","Conway, SC","2012-09-02","2012-09-02","https://www.facebook.com/events/375314239149002/?ref=nf","9012"
"83666","Lager du Track 2","Invitational","Orcet, France","2016-02-27","2016-02-28","https://www.facebook.com/events/221299241544416/?active_tab=posts","19116"
"6543","Landlocked Lace Up","South Central Regional","Lincoln, NE","2012-10-05","2012-10-07","http://wftda.com/tournaments/2012/south-central","3429"
"83265","Le Jam vous va si bien","Invitational","Rouen, France","2016-07-02","2016-07-03","https://www.facebook.com/events/1002024606512649/","11071"
"51275","Les Chevalières de la Piste Ronde","Invitational","Lille, France","2014-05-24","2014-05-24","","19119"
"17809","Live Roller Derby Tournament","Invitational","Windsor, UK","2012-01-28","2012-01-28","http://www.facebook.com/events/195022753913138/","7932"
"88165","Low Down Throw Down 2017","Seeded Bracket","Augusta, GA","2017-05-05","2017-05-07","","8102"
"78851","Maine Event","Invitational","Rockland, ME","2014-07-12","2014-07-12","","7822"
"55314","Maple Stir-Up","Invitational","Ancaster, Ontario, Canada","2014-08-09","2014-08-09","http://hammercityrollergirls.ca/maple-stir-up/","3460"
"11711","March Attacks","Invitational","Malmo, Sweden","2012-03-17","2012-03-17","http://www.facebook.com/events/361896100506970/","7771"
"63729","March Badness 2015","Invitational","Columbia, SC","2015-03-28","2015-03-29","https://www.facebook.com/events/524903287651356/","39967"
"76032","March Man-Ness","Invitational","Philadelphia, PA","0016-03-19","0016-03-20","https://www.facebook.com/events/189303291429463/","32465"
"48120","Maritime Mayhem","Championship","Seattle, WA","2014-10-18","2014-10-19","http://www.mrdachampionships.com/","7849"
"79277","Mayday in HEL 2016","Invitational","Helsinki, Finland","2016-05-14","2016-05-15","http://www.helsinkirollerderby.com/latest-events/fullsteam-helsinki-roller-derby-present-mayday-in-hel-international-tournament-in-helsinki/","8114"
"4622","Mayday Mayhem","Invitational","Greeley, CO","2011-04-30","2011-05-01","",""
"67649","Men's European Cup 2015","Seeded Bracket","Newcastle-upon-Tyne, UK","2015-07-18","2015-07-19","","17614"
"87634","Men's European Cup 2016","Seeded Bracket","Newcastle-upon-Tyne, UK","2016-11-12","2016-11-13","https://www.facebook.com/MensEuropeanCup/","17614"
"33202","Men's Roller Derby World Cup","Invitational","Birmingham, UK","2014-03-14","2014-03-16","https://www.facebook.com/pages/Mens-Roller-Derby-World-Cup/105466022972184",""
"59274","Midwest Derby Fest  2015","Seeded Bracket","Lebanon, MO","2015-06-26","2015-06-28","",""
"4412","Monumental Mayhem","North Central Regional","Indianapolis, IN","2011-10-07","2011-10-09","http://www.monumentalmayhem.com/",""
"10008","Muddy River Atlantic JAMboree","Invitational","Moncton, New Brunswick","2011-07-16","2011-07-17","https://www.facebook.com/events/129300880468601/","9823"
"67818","Muddy River Jamboree 2015","Invitational","","2015-07-18","2015-07-19","",""
"83478","Muddy River Jamboree 2016","Invitational","Dieppe, New Brunswick, Canada","0016-07-15","0016-07-16","https://www.facebook.com/events/1022710381126688/","9823"
"16316","Muddy River Rollers 2012 JAMboree","Invitational","Moncton, New Brunswick","2012-07-13","2012-07-15","http://www.muddyriverrollers.com/muddy-river-atlantic-jamboree-2012.html","9823"
"60240","Mythical Invitational","Invitational","Denton, TX","2015-04-11","2015-04-12","","16739"
"74681","Nancy Calling","Invitational","Nancy, France","2016-01-24","2016-01-24","","11047"
"56064","National Tournament 2014","Seeded Bracket","","2014-11-07","2014-11-09","",""
"24393","New Year's Bash","Invitational","","2010-01-23","2010-01-23","",""
"74807","New Zealand Top 10 Tournament","Invitational","New Zealand","2016-03-01","2016-09-30","http://swampcityrollerder.wix.com/top10champs","15858"
"4199","Nightmare On 95","Eastern Regional","Baltimore, MD","2011-09-16","2011-09-18","http://www.nightmareon95.com/",""
"62260","Northern Exposure 2015","Invitational","Prince George, British Columbia","2015-03-20","2015-03-22","https://www.facebook.com/events/802005599835873/","9832"
"76204","Northern Exposure 2016","Invitational","Prince George, British Columbia","0016-03-13","0016-03-14","https://www.facebook.com/events/852675608183517/","9832"
"64770","Northern Tropical Thunder 2015","Invitational","Townsville, Queensland, Australia","2015-06-05","2015-06-08","","24951"
"85957","Northwest BOUTfest 2016","Invitational","Spokane, WA","2016-10-08","2016-10-08","","8049"
"3486","Northwest Knockdown","Championship","Portland, OR","2008-11-14","2008-11-16","",""
"35148","Norwegian Roller Derby Cup","Invitational","Trondheim, Norway","2013-10-05","2013-10-06","http://nidarosrollerderby.wordpress.com/cup-2013/","15756"
"84697","O-Town Throwdown","Invitational","Ottawa, Ontario","0016-08-14","0016-08-15","http://capitalcityderbydolls.com/throwdown/info/","8729"
"17962","Open Rolling Contest","Invitational","Rouen, France","2012-02-04","2012-02-05","http://www.facebook.com/events/310834805626171/","11071"
"62228","Open Season 2015","Invitational","Queensland, Australia","2015-03-22","2015-09-05","https://www.facebook.com/RollerDerbyOpenSeason?fref=ts",""
"76086","Open Season 2016","Invitational","","2016-03-19","2016-03-19","",""
"56062","Playoffs Division Centro 2014","Seeded Bracket","","2014-08-23","2014-08-24","",""
"56063","Playoffs Division Norte 2014","Seeded Bracket","","2014-08-30","2014-08-31","",""
"56061","Playoffs Division Sur 2014","Seeded Bracket","","2014-08-16","2014-08-17","",""
"85241","Pohjola Cup 2016-2017","Invitational","Finland","2016-06-30","2017-06-30","https://www.facebook.com/villipohjolarollerderby/",""
"79319","Primer Campeonato de España de Roller Derby (FEP): Fase norte","Invitational","","2016-05-14","2016-05-15","",""
"36752","Primer Torneo Latinoamericano","Invitational","Bogota, Colombia","2013-08-08","2013-08-10","https://www.facebook.com/latinoamericano.rollerderby","16741"
"14600","Purple Reign Exhibition Tournament","Invitational","Fergus, ON, Canada","2012-04-28","2012-04-28","http://www.facebook.com/events/203823239733010/","9839"
"10002","Quad City Chaos 2010","Invitational","Toronto, Ontario","2010-03-27","2010-03-28","http://www.torontorollerderby.com/blog/?p=55","4739"
"10004","Quad City Chaos 2011","Invitational","Toronto, Ontario","2011-03-26","2011-03-27","http://www.torontorollerderby.com/blog/?p=219","4739"
"9695","Quad City Chaos 2012","Invitational","Toronto, Ontario, Canada","2012-03-31","2012-04-01","http://www.torontorollerderby.com/blog/?p=811","4739"
"27070","Quad City Chaos 2013","Invitational","Toronto, ON, Canada","2013-03-23","2013-03-24","http://torontorollerderby.com/qcc.php","4739"
"45194","Quad City Chaos 2014","Invitational","Toronto, ON, Canada","2014-03-22","2014-03-23","https://www.facebook.com/events/270229123136656/","4739"
"60584","Quad City Chaos 2015","Invitational","Toronto, ON, Canada","2015-03-21","2015-03-22","http://torontorollerderby.com/news-events/quad-city-chaos/","4739"
"71675","Quad City Chaos 2016","Invitational","Toronto, ON, Canada","2016-03-19","2016-03-20","","4739"
"37794","Quad Nations","Invitational","Neath, UK","2013-08-24","2013-08-25","https://www.facebook.com/events/655924211089288/","8978"
"37516","Quadtastrophe 2013","Invitational","Portland, OR","2013-08-30","2013-09-01","","7854"
"55653","Queen Bee Tournament","Invitational","Greystones, Ireland","2014-08-16","2014-08-17","https://www.facebook.com/events/818860394811078/","18099"
"26799","Queen of the Track","Invitational","Mason City, IA","2013-06-01","2013-06-02","","7609"
"37987","Queens of the Rink 2013","Invitational","Pottstown, PA","2013-10-13","2013-10-13","","13369"
"33216","RDAC Eastern Regionals 2013","Seeded Bracket","Windsor, ON","2013-06-15","2013-06-16","http://rollerderbycanada.ca/?page_id=755","10009"
"22644","Revolucion Roller Derby","Invitational","","2012-04-14","2012-04-14","",""
"62383","Riddel Riddel Tournament","Invitational","Gent, Belgium","2015-03-28","2015-03-28","","8083"
"66311","Riot on the Red","Invitational","Winnipeg, MB, Canada","2015-06-20","2015-06-21","https://www.facebook.com/events/1003708552974155/","9856"
"85024","Riot on the Red 2016","Invitational","Winnipeg, Manitoba","0016-08-27","0016-08-28","http://winnipegrollerderby.com/portfolios/riot-on-the-red-a-level-tournament/","9856"
"68919","River City Rumble","Championship","St. Louis, MO","2015-10-17","2015-10-18","http://www.mensrollerderbyassociation.com/uncategorized/the-official-seeding-and-bracket-for-the-2015-mrda-championships/","3433"
"67817","River City Warmup","Invitational","St. Louis, MO","2015-08-15","2015-08-16","",""
"45937","Road Ragers Round Robin","Invitational","Los Angeles, CA","2014-07-12","2014-07-12","http://angelcityderby.com/events/road-ragers-round-robin/","3420"
"72298","Road to Calgary 2016","Invitational","","2015-08-29","2016-12-01","",""
"87983","Road to TBC 2016","Invitational","Cardiff, Wales, UK","2016-11-26","2016-11-27","https://www.facebook.com/events/1224163900948144/","54944"
"55859","Rock 'n Roller Derby 2014","Invitational","Eindhoven, Netherlands","2014-08-30","2014-08-30","","19172"
"45938","Rocket Queens Round Robin","Invitational","Los Angeles, CA","2014-08-09","2014-08-09","http://angelcityderby.com/events/rocket-queens-round-robin-bay-area-san-diego-unforgiven/","3420"
"17746","Roll Britannia","Invitational","London, UK","2009-07-18","2009-07-19","http://www.rollbritannia.com","3628"
"17753","Roll DMC","Invitational","Berlin, Germany","2010-12-11","2010-12-11","http://bearcityrollerderby.com/2010/11/roll-dmc-1st-german-roller-derby-championship/","7734"
"3480","Roll for a Cure 2008","Invitational","Orange County, CA","2008-05-10","2008-05-11","",""
"34086","Roller Derby Clash","Invitational","Lyon, France","2013-06-15","2013-06-16","https://www.facebook.com/events/534847106577568/","17929"
"30346","Roller Rumble","Invitational","London, UK","2013-05-25","2013-05-26","http://www.greatbritishtattooshow.com/entertainment/roller-rumble",""
"67700","Rollercon 2015","Invitational","Las Vegas, NV","2015-07-25","2015-07-25","",""
"3659","Rollin' on the River","Western Regional","Sacramento, CA","2010-10-01","2010-10-03","http://rollinontheriver.net/",""
"9155","Route 66 Rebellion","Invitational","Tulsa, OK","2007-07-28","2007-07-28","","4294"
"15238","Ruckus in the Rust Belt","Invitational","Youngstown, OH","2012-06-30","2012-06-30","","7745,3636"
"53890","Rumble in the Valley","Invitational","Grand Forks, ND","2014-05-17","2014-05-17","",""
"85265","Rust Riot 2016","Invitational","Seattle, WA","","","https://www.facebook.com/events/1792995487655698/","3403"
"75248","San Angeles Baja Showdown","Invitational","Sylmar, CA","2016-04-02","2016-04-02","","18716"
"19337","Screw City Smackdown","Invitational","Rockford, IL","2010-08-21","2010-08-21","https://www.facebook.com/events/129586830395487/","3631"
"45936","Shore Shots Round Robin","Invitational","Los Angeles, CA","2014-05-31","2014-05-31","http://angelcityderby.com/events/shore-shots-round-robin-v-town-derby-dames-san-fernando-valley-roller-derby-bay-area-shevil-dead/","3420"
"4198","Show Me Der-B-Q","South Central Regional","Kansas City, MO","2011-09-30","2011-10-02","http://showmederbq.com/",""
"74309","Sibling Rivalry 2016","Invitational","Ballwin, MO","2016-06-24","2016-06-26","","3433"
"59895","Siege of CNY 2015","Invitational","Rome, NY","2015-03-28","2015-03-29","https://www.facebook.com/siegeofcny","3642"
"83651","Skate of Emergency 2016","Invitational","Bundaberg, Queensland, Australia","2016-07-23","2016-07-23","","23425"
